 1.67998 -1.65015 -0.47038 -0.0698 1.73519 3 -1.45331 2.03513 -1.7628 -1.69701 -2.21886 -2.8973 3 2.85516
0.53989 -0.774657 -1.55989 -0.882479 -0.921258 2.65888 -2.88352 1.88213 0.353259 -0.967314 -1.11258 0.269348 2.89334 1.35922
-2.8973 -0.21286 1.50521 -1.72279 -2.19799 2.93178 0.710921 2.8973 -1.15496 -1.59743 -1.25373 -1.25943 3 0.232631
-0.156761 -0.421239 -2.04613 -1.88987 1.87435 2.46701 2.8973 -1.2737 -1.70188 1.24429 -0.829142 1.57119 2.9758 -0.285469
0.850229 -0.954289 -1.01369 -0.959851 -1.96005 2.2402 -1.7147 -2.67036 -0.692976 -1.99612 -0.48797 -0.760901 2.56934 0.617676
-2.14129 1.0734 -0.886061 -0.069806 1.87278 2.40055 -2.40243 -0.744574 -0.711531 1.70403 -1.34874 -0.22492 3 0.891054
-0.687586 -0.926323 -1.15698 -2.35309 2.8973 2.88583 -2.32302 1.01478 1.4928 1.66649 -0.0698 -2.20288 3 -2.44867
1.53133 0.422517 2.8973 -2.55628 2.63601 2.52567 -2.8973 1.49267 1.31615 -1.23045 -0.641691 2.55908 3 -2.8973
-0.599177 0.537125 -1.88623 -2.10215 2.25669 1.96642 0.950236 -1.87926 -1.30452 -2.8973 -0.0698 -1.10614 2.79436 2.69132
-1.13735 -0.253479 -0.56484 -1.82382 1.8184 3 1.87419 1.72724 0.751548 -0.997243 -1.00094 1.31143 3 0.192601
-2.63083 -1.12486 1.43443 -2.48813 -2.8973 2.66214 -2.2079 0.744294 1.54725 1.32027 -0.0897112 -0.0262691 2.9841 -2.8973
-2.13299 1.39144 -1.49535 -0.483634 2.8973 2.09372 -1.70268 -1.92838 -1.67499 -1.13787 -0.977307 2.8973 1.99539 -0.00873931
-1.83089 1.00086 -1.624 -0.0888013 2.1569 2.47294 -0.664814 2.89589 -0.543527 -1.23562 -1.54334 -1.85313 2.49085 -0.113171
-1.61784 1.3347 0.552856 -0.0963238 -0.427908 2.99007 0.63483 -0.324356 -1.04011 0.91554 -2.48223 2.37992 2.29568 2.29944
-2.8973 0.998371 1.55668 -1.4324 -2.27792 3 -1.30244 1.2596 0.0129795 -0.182633 -1.70452 -2.36367 2.98906 -2.89728
-1.03136 0.549564 -0.745088 -1.10131 1.62629 3 0.535718 -2.80403 0.249197 -2.55652 -1.82803 2.01811 3 1.02817
-2.81754 -1.6016 1.67858 -1.98727 -2.52015 3 2.89654 0.578974 1.57937 -0.381131 -0.195521 2.31184 2.57771 -2.28439
-1.07693 1.7628 1.54416 -0.328232 2.8973 2.29752 -1.03387 0.290505 1.35708 -0.410449 -0.727594 2.26287 2.09244 -0.756092
-0.946513 1.31702 2.13575 -0.0698128 2.8973 2.40469 1.3167 0.281298 1.28663 -1.65566 -0.172993 2.8973 2.21215 -2.8973
-2.59356 0.411243 0.894793 -0.995514 0.423168 2.72965 0.0462816 -1.28797 -0.807294 1.7152 -0.737327 0.890216 2.71071 -2.31897
-0.322169 0.563374 -1.4279 -1.41089 1.50283 3 0.691562 2.03888 0.431524 -1.55268 -1.48802 1.88631 2.66639 1.63241
1.41636 -1.21838 -1.82547 -0.171345 -1.27909 2.82133 0.768235 0.775599 -0.447284 0.167518 -2.08966 2.47358 3 1.54838
1.34366 -1.20669 -0.637812 -0.0698 -2.0813 2.66515 2.35391 -1.76359 0.339944 2.85714 -1.93941 -2.27568 3 -2.10888
