0.0509,4.6077,7.0000,1.0000
0.0742,5.0446,10.0000,1.0000
0.0521,4.9580,14.0000,1.0000
0.0523,4.6897,10.0000,1.0000
0.0641,4.7346,14.0000,1.0000
0.0657,4.7485,9.0000,1.0000
0.0515,4.5745,7.0000,1.0000
0.0535,4.8579,12.0000,1.0000
0.0568,4.5724,5.0000,1.0000
0.0810,5.3954,17.0000,1.0000
