0.0529,5.0474,18.0000,1.0000,0.0019
0.0298,4.7505,11.0000,1.0000,0.0017
0.0427,4.7302,7.0000,1.0000,0.0021
0.0487,4.9702,9.0000,1.0000,0.0018
0.0295,4.5510,5.0000,1.0000,0.0021
0.0359,5.4147,17.0000,1.0000,0.0018
0.0339,5.2976,6.0000,1.0000,0.0019
0.0452,4.6884,8.0000,1.0000,0.0017
0.0364,4.6664,6.0000,1.0000,0.0021
0.0344,4.6506,10.0000,1.0000,0.0019
