 -2.11553 0.119161 0.461601 -1.37515 0.685655 3 -0.532207 0.263652 0.301262 0.902342 -1.2413 -1.03252 2.9688 -0.977614
-1.6536 1.68986 1.37177 -0.0698 1.49255 3 -0.734157 -2.80361 -0.315846 -2.66953 -2.69267 2.8973 1.77314 -0.660694
-1.74758 1.7628 -2.8973 -1.65577 -2.8973 1.61917 -0.629283 -2.02794 -0.984437 -2.14271 -0.0698 -1.23672 2.58247 -0.971043
1.62318 0.50234 2.8973 -2.28414 2.47638 2.8591 2.81876 1.32075 1.16411 -0.901304 -0.478135 1.28782 3 -1.20627
-1.95699 1.4027 2.70728 -0.0698 -1.62568 2.71565 1.30547 -0.190413 -1.13573 1.35327 -2.02324 2.5109 3 0.948325
1.59583 -0.245075 2.8973 -2.70099 2.8973 1.75991 0.455936 0.968258 1.64791 0.641998 -0.0698 2.27503 3 -1.70401
2.28663 -1.75961 0.797266 -2.05886 2.75186 1.73296 -1.7762 0.156892 0.962621 1.60926 -1.26855 -2.23046 2.57459 0.609352
-1.48153 1.4023 2.8973 -0.106056 2.8973 2.84511 -2.8973 1.98715 -0.999376 -1.17251 -2.14411 -2.46514 3 -2.8973
0.129561 -1.7628 -1.39995 -1.57116 -2.32395 2.93069 2.61072 0.479543 0.390683 0.953378 -1.93042 -2.59035 2.30618 -1.23298
-2.65565 -1.50481 1.61672 -2.45562 -2.8973 2.73451 -1.65988 0.654321 1.7628 2.35956 -0.287767 -1.21791 3 -2.8973
1.50218 -1.7628 0.208286 -0.276288 -2.49705 2.99986 -2.61513 -2.52687 0.393997 -2.58025 -2.71212 -2.8973 2.3258 -2.8973
-1.72411 1.42115 2.30672 -1.27946 -2.8973 1.87744 1.83561 0.369327 1.06896 2.30023 -0.0698 -1.35393 2.35644 2.8973
-0.407487 -1.36269 -1.6636 -2.68253 2.8973 2.3995 -0.312403 -2.63682 -1.6186 -1.57945 -0.64372 2.8169 2.94195 2.54209
1.86528 -0.896579 -1.89527 -0.0698 -1.74805 2.40982 2.25136 0.432293 0.891292 1.33396 -0.0698 -0.53743 2.3309 2.32154
2.47932 -0.473791 2.04762 -1.35897 1.92481 2.99548 -1.1711 -0.0483449 -0.113645 0.951681 -1.68705 2.41176 3 2.04328
0.456931 1.74565 -1.37594 -2.54076 -2.8973 2.60598 0.63996 0.805928 1.63047 1.45148 -0.0698 0.294921 2.99996 0.78331
